ResponseId	Moral_DIL	Age_correct	Attention_check	CCA	Duration	Heure_TOT	AOT_TOT	Narc_TOT	Mach_TOT	Psych_TOT	CRT_TOT	Num_TOT	Outcome	Study	Duration.min	Moral_SCA	Moral_CAR	SleepEfficiency.criteria
93_S4	61.95	1	1	1	364	12.7166666666667								4	200	34	0.928571428571429	
95_S4	34.12	1	1	1	1798	14.7833333333333								4	200	24	0.428571428571429	
96_S4	65.34	1	1	1	4641	15.5833333333333								4	200	37	0.857142857142857	
97_S4	67.29	1	1	1	582	16.1								4	200	32	0.714285714285714	
98_S4	75.07	1	1	1	400	16.2333333333333								4	200	34	1	
99_S4	42.66	1	1	1	1178	16.2666666666667								4	200	34	0.642857142857143	
100_S4	9.02	1	1	1	391	16.3166666666667								4	200	29	0.428571428571429	
101_S4	20	1	1	1	663	16.55								4	200	33	0.857142857142857	
102_S4	65.81	1	1	1	1783	15.5833333333333								4	200	39	0.857142857142857	
103_S4	53.42	1	1	1	1030	15.85								4	200	35	1	
104_S4	20	1	1	1	789	16.9333333333333								4	200	31	1	
105_S4	66.72	1	1	1	419	15.45								4	200	41	0.714285714285714	
109_S4	60.39	1	1	1	631	12.6666666666667								4	200	37	0.857142857142857	
117_S4	8.25	1	1	1	692	12.85								4	200	31	1	
118_S4	14.82	1	1	1	993	12.7833333333333								4	200	32	1	
119_S4	68.48	1	1	1	389	13.4833333333333								4	200	27	0.5	
120_S4	35.93	1	1	1	521	11.7666666666667								4	200	36	0.571428571428571	
121_S4	48.41	1	1	1	419	14.85								4	200	38	1	
122_S4	52.9	1	1	1	1030	16.15								4	200	39	0.785714285714286	
1_S5	1.5	1	1	1	807	14.4333333333333								5	150	34		
2_S5	57.31	1	1	1	1686	14.7166666666667								5	150	36		
3_S5	39.03	1	1	1	1092	14.85								5	150	38		
4_S5	49	1	1	1	927	14.9833333333333								5	150	33		
5_S5	30	1	1	1	1525	15.0333333333333								5	150	39		
6_S5	22.41	1	1	1	1068	15.25								5	150	38		
7_S5	10	1	1	1	2296	15.3								5	150	28		
8_S5	52.9	1	1	1	823	15.3333333333333								5	150	39		
9_S5	8.46	1	1	1	1330	15.3833333333333								5	150	31		
10_S5	58.34	1	1	1	2613	15.4666666666667								5	150	38		
11_S5	70.89	1	1	1	1446	15.5								5	150	35		
12_S5	19.08	1	1	1	962	15.6333333333333								5	150	33		
13_S5	25.68	1	1	1	821	15.95								5	150	31		
14_S5	36.6	1	1	1	1088	16.5333333333333								5	150	40		
15_S5	19.6	1	1	1	764	16.5333333333333								5	150	31		
16_S5	42.66	1	1	1	661	16.55								5	150	37		
17_S5	29.85	1	1	1	1295	17.0333333333333								5	150	33		
18_S5	7.46	1	1	1	1195	17.4666666666667								5	150	27		
19_S5	28.26	1	1	1	1216	17.8166666666667								5	150	31		
52_S5	30.29	1	1	1	637	8.71666666666667								5	150	39		
53_S5	56.78	1	1	1	913	9.33333333333333								5	150	37		
54_S5	64.28	1	1	1	910	10.3166666666667								5	150	35		
55_S5	21.17	1	1	1	1043	10.8333333333333								5	150	44		
56_S5	45.24	1	1	1	776	10.9666666666667								5	150	41		
57_S5	44.55	1	1	1	780	11.1166666666667								5	150	31		
58_S5	71.21	1	1	1	987	13.5333333333333								5	150	42		
59_S5	94.36	1	1	1	65463	14.5166666666667								5	150	42		
60_S5	0	1	1	1	836	14.65								5	150	35		
61_S5	29.45	1	1	1	851	15.0166666666667								5	150	40		
62_S5	0.43	1	1	1	955	15.6								5	150	35		
63_S5	51.38	1	1	1	1003	16.35								5	150	38		
64_S5	58.74	1	1	1	1022	16.4166666666667								5	150	41		
65_S5	50	1	1	1	866	17.4166666666667								5	150	30		
66_S5	40	1	1	1	1003	17.9166666666667								5	150	40		
86_S5	58.91	1	1	1	1274	9.15								5	150	39		
87_S5	60	1	1	1	1212	11.15								5	150	40		
88_S5	72.07	1	1	1	1057	11.2833333333333								5	150	44		
89_S5	42.91	1	1	1	1721	11.35								5	150	36		
90_S5	41.5	1	1	1	727	11.65								5	150	41		
91_S5	3.87	1	1	1	6963	13.5833333333333								5	150	34		
92_S5	1.46	1	1	1	929	17.3833333333333								5	150	44		
94_S5	35.92	1	1	1	945	12.3666666666667								5	150	37		
95_S5	36.44	1	1	1	1253	8.81666666666667								5	150	30		
96_S5	70	1	1	1	772	11.4333333333333								5	150	34		
97_S5	29.99	1	1	1	1603	16.8								5	150	37		
98_S5	37.22	1	1	1	571	17.85								5	150	35		
116_S5	44.67	1	1	1	1504	8.98333333333333								5	150	39		
119_S5	10	1	1	1	838	13.7833333333333								5	150	25		
1_S6	17.61	1	1	1	439	8.91666666666667								6	150	39		1
3_S6	90	1	1	1	381	8.95								6	150	37		1
4_S6	38.77	1	1	1	772	8.95								6	150	33		1
5_S6	67.93	1	1	1	714	8.96666666666667								6	150	37		1
6_S6	96.03	1	1	1	764	9.01666666666667								6	150	38		1
7_S6	52.13	1	1	1	695	9.03333333333333								6	150	33		1
8_S6	14.79	1	1	1	442	9.06666666666667								6	150	34		1
9_S6	7.21	1	1	1	596	9.05								6	150	38		1
10_S6	33.36	1	1	1	820	9.06666666666667								6	150	40		1
11_S6	2.86	1	1	1	750	9.08333333333333								6	150	33		1
12_S6	61.88	1	1	1	283	9.08333333333333								6	150	34		1
13_S6	80.24	1	1	1	653	9.1								6	150	32		1
14_S6	8.01	1	1	1	507	9.45								6	150	27		1
15_S6	37.14	1	1	1	619	9.13333333333333								6	150	30		0
16_S6	61.06	1	1	1	474	9.13333333333333								6	150	29		1
17_S6	19.56	1	1	1	297	9.15								6	150	35		1
18_S6	46.5	1	1	1	555	9.15								6	150	34		1
19_S6	44.89	1	1	1	721	9.15								6	150	34		1
20_S6	20.61	1	1	1	706	9.16666666666667								6	150	36		1
21_S6	69.09	1	1	1	592	9.16666666666667								6	150	31		1
22_S6	8.61	1	1	1	481	9.16666666666667								6	150	26		1
23_S6	13.34	1	1	1	459	9.18333333333333								6	150	33		1
24_S6	20.89	1	1	1	494	9.2								6	150	31		1
26_S6	40.05	1	1	1	537	9.2								6	150	34		1
27_S6	56.36	1	1	1	613	9.21666666666667								6	150	38		1
28_S6	54.86	1	1	1	700	17.2166666666667								6	150	37		1
29_S6	21.43	1	1	1	262	9.21666666666667								6	150	37		1
30_S6	48.92	1	1	1	621	9.21666666666667								6	150	36		1
31_S6	15.42	1	1	1	834	9.21666666666667								6	150	34		0
32_S6	43.96	1	1	1	1432	9.21666666666667								6	150	41		1
33_S6	45.21	1	1	1	541	9.21666666666667								6	150	34		1
34_S6	9.01	1	1	1	382	9.25								6	150	29		1
35_S6	1.89	1	1	1	967	9.25								6	150	32		1
36_S6	28.61	1	1	1	688	9.26666666666667								6	150	34		1
37_S6	7.57	1	1	1	465	9.26666666666667								6	150	33		1
39_S6	0.22	1	1	1	514	9.26666666666667								6	150	37		1
40_S6	34.44	1	1	1	485	9.26666666666667								6	150	39		1
41_S6	24.46	1	1	1	544	9.26666666666667								6	150	38		1
42_S6	59.39	1	1	1	387	9.26666666666667								6	150	33		1
43_S6	52.37	1	1	1	528	9.26666666666667								6	150	36		1
45_S6	2.26	1	1	1	701	9.26666666666667								6	150	33		1
46_S6	47.8	1	1	1	554	9.28333333333333								6	150	38		1
47_S6	55.33	1	1	1	557	9.28333333333333								6	150	35		1
48_S6	46.03	1	1	1	682	9.28333333333333								6	150	34		1
49_S6	0	1	1	1	997	9.3								6	150	33		1
50_S6	19.69	1	1	1	443	9.3								6	150	31		1
51_S6	5.63	1	1	1	616	9.3								6	150	36		1
52_S6	64.5	1	1	1	513	9.3								6	150	34		1
53_S6	39.03	1	1	1	578	9.3								6	150	33		1
54_S6	6.92	1	1	1	582	9.31666666666667								6	150	39		1
55_S6	49.83	1	1	1	556	9.31666666666667								6	150	38		1
56_S6	30.11	1	1	1	608	9.31666666666667								6	150	29		1
58_S6	30.34	1	1	1	1078	9.31666666666667								6	150	35		1
59_S6	0	1	1	1	579	9.31666666666667								6	150	34		1
60_S6	50.99	1	1	1	932	9.33333333333333								6	150	39		1
61_S6	2.55	1	1	1	665	9.35								6	150	33		1
62_S6	11.27	1	1	1	691	10.35								6	150	28		1
63_S6	100.62	1	1	1	771	9.35								6	150	38		1
64_S6	15.91	1	1	1	695	9.41666666666667								6	150	32		1
65_S6	46.34	1	1	1	689	9.35								6	150	36		1
66_S6	45.1	1	1	1	855	9.03333333333333								6	150	35		1
67_S6	27.49	1	1	1	1638	9.31666666666667								6	150	37		1
68_S6	44.54	1	1	1	525	9.35								6	150	35		1
69_S6	46.64	1	1	1	882	9.35								6	150	38		1
70_S6	0	1	1	1	853	9.36666666666667								6	150	28		1
71_S6	57.98	1	1	1	834	9.38333333333333								6	150	33		1
72_S6	52.98	1	1	1	748	9.36666666666667								6	150	35		1
73_S6	17.32	1	1	1	997	9.38333333333333								6	150	38		1
74_S6	50.69	1	1	1	1083	9.38333333333333								6	150	35		1
75_S6	23.85	1	1	1	892	9.4								6	150	34		1
76_S6	2.09	1	1	1	891	9.41666666666667								6	150	34		1
77_S6	57.34	1	1	1	1151	9.41666666666667								6	150	32		1
78_S6	28.74	1	1	1	1000	9.43333333333333								6	150	41		1
79_S6	25.86	1	1	1	1097	9.43333333333333								6	150	35		1
80_S6	52.68	1	1	1	1049	10.45								6	150	38		1
81_S6	19.85	1	1	1	1094	10.4666666666667								6	150	36		1
82_S6	6.4	1	1	1	1092	9.46666666666667								6	150	30		1
83_S6	31.04	1	1	1	1532	9.48333333333333								6	150	28		1
84_S6	26.5	1	1	1	1208	9.48333333333333								6	150	36		1
85_S6	26.96	1	1	1	1030	9.5								6	150	37		1
86_S6	38.4	1	1	1	1281	9.51666666666667								6	150	34		1
87_S6	34.8	1	1	1	1632	9.56666666666667								6	150	30		1
88_S6	46.23	1	1	1	1897	9.6								6	150	38		1
89_S6	2.18	1	1	1	647	9.93333333333333								6	150	32		1
90_S6	19.15	1	1	1	975	10.0333333333333								6	150	32		1
91_S6	51.11	1	1	1	425	13.0833333333333								6	150	37		1
92_S6	4.15	1	1	1	512	13.1166666666667								6	150	33		1
93_S6	63.49	1	1	1	515	13.1166666666667								6	150	41		1
94_S6	51.97	1	1	1	545	13.1166666666667								6	150	42		1
95_S6	43.2	1	1	1	551	13.1333333333333								6	150	37		1
96_S6	0	1	1	1	568	13.1333333333333								6	150	37		1
97_S6	6.57	1	1	1	579	13.1333333333333								6	150	33		1
98_S6	0	1	1	1	617	13.15								6	150	33		1
99_S6	78.79	1	1	1	898	13.2166666666667								6	150	40		1
100_S6	45.98	1	1	1	971	13.25								6	150	36		1
101_S6	33.21	1	1	1	1160	13.3								6	150	41		1
102_S6	25.15	1	1	1	1128	13.3								6	150	38		1
103_S6	28	1	1	1	613	13.3166666666667								6	150	31		1
104_S6	66.89	1	1	1	1307	13.35								6	150	37		1
105_S6	5.92	1	1	1	1653	13.4333333333333								6	150	36		1
